,date,venue,crowd,match_id,home_team,away_team,home_team_score,away_team_score
26, Sun 10 Apr 4:40pm,GMHBA Stadium,23320,6198,Geelong, Brisbane,125,56
27, Fri 15 Apr 6:10pm,Domain Stadium,38860,6199,West Coast, Richmond,125,57
28, Sat 16 Apr 1:45pm,MCG,42723,6200,Essendon, Geelong,42,72
29, Sat 16 Apr 2:10pm,UTAS Stadium,17052,6201,Hawthorn, St Kilda,87,84
30, Sat 16 Apr 4:35pm,Gabba,20041,6202,Brisbane, Gold Coast,107,94
31, Sat 16 Apr 7:10pm,Adelaide Oval,51330,6204,Adelaide, Sydney,113,103
32, Sat 16 Apr 7:25pm,Marvel Stadium,27622,6203,Carlton, Western Bulldogs,49,85
33, Sun 17 Apr 1:10pm,Canberra Oval,10028,6205,GWS, Port Adelaide,151,65
34, Sun 17 Apr 3:20pm,MCG,47558,6206,Collingwood, Melbourne,67,102
35, Sun 17 Apr 4:40pm,Marvel Stadium,23393,6207,North Melbourne, Fremantle,132,101
36, Fri 22 Apr 7:50pm,MCG,45781,6208,Hawthorn, Adelaide,112,109
37, Sat 23 Apr 1:45pm,SCG,35427,6209,Sydney, West Coast,88,49
38, Sat 23 Apr 4:35pm,Metricon Stadium,13351,6210,Gold Coast, North Melbourne,81,119
39, Sat 23 Apr 7:15pm,Adelaide Oval,44937,6212,Port Adelaide, Geelong,59,107
40, Sat 23 Apr 7:25pm,Marvel Stadium,25097,6211,Western Bulldogs, Brisbane,120,67
41, Sun 24 Apr 1:10pm,Marvel Stadium,21052,6213,St Kilda, GWS,79,126
42, Sun 24 Apr 2:15pm,Domain Stadium,34796,6214,Fremantle, Carlton,68,72
43, Sun 24 Apr 7:10pm,MCG,59968,6215,Melbourne, Richmond,129,96
44, Mon 25 Apr 3:20pm,MCG,85082,6216,Collingwood, Essendon,142,73
45, Fri 29 Apr 7:50pm,Marvel Stadium,47622,6217,North Melbourne, Western Bulldogs,61,45
46, Sat 30 Apr 1:40pm,Adelaide Oval,47423,6219,Adelaide, Fremantle,97,64
47, Sat 30 Apr 1:45pm,Marvel Stadium,27260,6218,Melbourne, St Kilda,96,135
48, Sat 30 Apr 4:35pm,GIANTS Stadium,13766,6220,GWS, Hawthorn,158,83
49, Sat 30 Apr 7:25pm,MCG,27077,6221,Richmond, Port Adelaide,59,94
50, Sat 30 Apr 7:25pm,GMHBA Stadium,23007,6222,Geelong, Gold Coast,168,48
51, Sun 1 May 1:10pm,Gabba,14646,6223,Brisbane, Sydney,94,97
52, Sun 1 May 2:40pm,Domain Stadium,37931,6225,West Coast, Collingwood,124,62
53, Sun 1 May 3:20pm,MCG,43827,6224,Carlton, Essendon,72,57
54, Fri 6 May 7:50pm,MCG,49678,6226,Richmond, Hawthorn,90,136
55, Sat 7 May 1:45pm,MCG,60222,6227,Collingwood, Carlton,84,99
56, Sat 7 May 2:10pm,GMHBA Stadium,25429,6228,Geelong, West Coast,123,79
57, Sat 7 May 4:35pm,ANZ Stadium,29527,6229,Sydney, Essendon,135,54
58, Sat 7 May 5:10pm,Metricon Stadium,12780,6230,Gold Coast, Melbourne,87,160
59, Sat 7 May 6:10pm,Domain Stadium,28201,6232,Fremantle, GWS,77,95
60, Sat 7 May 7:40pm,Marvel Stadium,26984,6231,Western Bulldogs, Adelaide,123,108
61, Sun 8 May 3:20pm,Marvel Stadium,27254,6233,St Kilda, North Melbourne,75,82
62, Sun 8 May 4:10pm,Adelaide Oval,32399,6234,Port Adelaide, Brisbane,136,59
63, Fri 13 May 7:20pm,Adelaide Oval,53141,6235,Adelaide, Geelong,72,98
64, Sat 14 May 1:45pm,Marvel Stadium,30321,6236,Essendon, North Melbourne,60,74
65, Sat 14 May 2:10pm,UTAS Stadium,12012,6237,Hawthorn, Fremantle,116,75
66, Sat 14 May 4:35pm,GIANTS Stadium,8308,6238,GWS, Gold Coast,149,58
67, Sat 14 May 7:25pm,Gabba,24552,6239,Brisbane, Collingwood,65,143
68, Sat 14 May 7:25pm,MCG,36014,6240,Richmond, Sydney,101,100
69, Sun 15 May 1:10pm,Marvel Stadium,26924,6241,Carlton, Port Adelaide,93,91
70, Sun 15 May 2:40pm,Domain Stadium,36140,6243,West Coast, St Kilda,132,29
71, Sun 15 May 3:20pm,MCG,39921,6242,Melbourne, Western Bulldogs,82,114
72, Fri 20 May 7:50pm,MCG,61552,6244,Hawthorn, Sydney,55,69
73, Sat 21 May 1:45pm,MCG,59864,6245,Collingwood, Geelong,104,80
74, Sat 21 May 2:10pm,Metricon Stadium,11692,6246,Gold Coast, Adelaide,74,149
75, Sat 21 May 4:05pm,Adelaide Oval,38695,6247,Port Adelaide, West Coast,86,94
76, Sat 21 May 5:40pm,Domain Stadium,20184,6249,Fremantle, Richmond,45,83
77, Sat 21 May 7:25pm,Marvel Stadium,38419,6248,North Melbourne, Carlton,113,46
78, Sun 22 May 1:10pm,MCG,26892,6250,Melbourne, Brisbane,131,68
79, Sun 22 May 3:20pm,GIANTS Stadium,9612,6251,GWS, Western Bulldogs,98,73
80, Sun 22 May 4:40pm,Marvel Stadium,29026,6252,St Kilda, Essendon,109,63
81, Fri 27 May 7:50pm,SCG,38498,6253,Sydney, North Melbourne,91,65
82, Sat 28 May 1:40pm,TIO Traegar Park,5146,6255,Melbourne, Port Adelaide,76,121
83, Sat 28 May 1:45pm,Gabba,23691,6254,Brisbane, Hawthorn,87,135
84, Sat 28 May 4:35pm,Marvel Stadium,17927,6256,St Kilda, Fremantle,101,67
85, Sat 28 May 7:10pm,Adelaide Oval,46737,6258,Adelaide, GWS,107,85
86, Sat 28 May 7:25pm,MCG,56948,6257,Essendon, Richmond,67,105
87, Sun 29 May 1:10pm,Marvel Stadium,33535,6259,Carlton, Geelong,104,85
88, Sun 29 May 2:40pm,Domain Stadium,34945,6261,West Coast, Gold Coast,132,55
89, Sun 29 May 3:20pm,MCG,45078,6260,Collingwood, Western Bulldogs,53,74
90, Fri 3 Jun 7:50pm,Blundstone Arena,17844,6262,North Melbourne, Richmond,124,54
91, Sat 4 Jun 1:45pm,MCG,41833,6263,Hawthorn, Melbourne,82,64
92, Sat 4 Jun 2:10pm,Marvel Stadium,30722,6264,Carlton, Brisbane,102,64
93, Sat 4 Jun 4:35pm,GMHBA Stadium,22007,6265,Geelong, GWS,98,88
94, Sat 4 Jun 5:40pm,Domain Stadium,31199,6267,Fremantle, Essendon,126,47
95, Sat 4 Jun 7:25pm,Metricon Stadium,4368,6266,Gold Coast, Sydney,41,79
96, Sun 5 Jun 1:10pm,MCG,28567,6268,Collingwood, Port Adelaide,58,125
97, Sun 5 Jun 3:20pm,Marvel Stadium,28769,6269,Western Bulldogs, West Coast,83,75
98, Sun 5 Jun 4:10pm,Adelaide Oval,40896,6270,Adelaide, St Kilda,133,45
99, Fri 10 Jun 7:50pm,Marvel Stadium,27567,6271,Essendon, Hawthorn,43,151
100, Sat 11 Jun 1:10pm,Adelaide Oval,40096,6272,Port Adelaide, Western Bulldogs,97,100
101, Sat 11 Jun 4:35pm,Gabba,12899,6273,Brisbane, Fremantle,64,147
102, Sat 11 Jun 5:40pm,Domain Stadium,37591,6275,West Coast, Adelaide,76,105
103, Sat 11 Jun 7:25pm,Marvel Stadium,44025,6274,Geelong, North Melbourne,105,74
104, Sun 12 Jun 1:10pm,Marvel Stadium,47945,6276,St Kilda, Carlton,110,78
105, Sun 12 Jun 3:20pm,MCG,30448,6277,Richmond, Gold Coast,114,97
106, Sun 12 Jun 4:40pm,GIANTS Stadium,21541,6278,GWS, Sydney,105,63
107, Mon 13 Jun 3:20pm,MCG,60158,6279,Melbourne, Collingwood,104,58
108, Fri 17 Jun 7:50pm,Marvel Stadium,37073,6280,North Melbourne, Hawthorn,84,93
109, Sat 18 Jun 1:40pm,Gabba,12777,6281,Brisbane, West Coast,82,131
110, Sat 18 Jun 2:35pm,Domain Stadium,32448,6282,Fremantle, Port Adelaide,86,69
111, Sat 18 Jun 7:25pm,Marvel Stadium,41725,6283,Western Bulldogs, Geelong,43,100
112, Sun 19 Jun 1:10pm,SCG,19086,6284,Sydney, Melbourne,86,31
113, Sun 19 Jun 4:40pm,Marvel Stadium,14463,6285,Essendon, GWS,90,117
114, ,BYE,,6286,Adelaide,,,
115, ,BYE,,6287,Carlton,,,
116, ,BYE,,6288,St Kilda,,,
117, ,BYE,,6289,Richmond,,,
118, ,BYE,,6290,Gold Coast,,,
119, ,BYE,,6291,Collingwood,,,
120, Thu 23 Jun 7:20pm,Adelaide Oval,37890,6292,Adelaide, North Melbourne,100,67
121, Fri 24 Jun 7:50pm,MCG,20320,6293,Collingwood, Fremantle,85,37
122, Sat 25 Jun 1:40pm,MCG,28883,6294,Richmond, Brisbane,117,75
123, Sat 25 Jun 4:35pm,GIANTS Stadium,10355,6295,GWS, Carlton,127,65
124, Sat 25 Jun 7:25pm,Marvel Stadium,28745,6296,St Kilda, Geelong,93,90
125, Sun 26 Jun 3:20pm,UTAS Stadium,10121,6297,Hawthorn, Gold Coast,86,60
126, ,BYE,,6298,Sydney,,,
127, ,BYE,,6299,Western Bulldogs,,,
128, ,BYE,,6300,West Coast,,,
129, ,BYE,,6301,Essendon,,,
130, ,BYE,,6303,Melbourne,,,
131, ,BYE,,6302,Port Adelaide,,,
132, Thu 30 Jun 6:10pm,Domain Stadium,33117,6304,West Coast, Essendon,130,52
133, Fri 1 Jul 7:20pm,Adelaide Oval,37848,6305,Port Adelaide, Richmond,94,56
134, Sat 2 Jul 1:40pm,Metricon Stadium,14071,6306,Gold Coast, St Kilda,108,68
135, Sat 2 Jul 4:35pm,SCG,33386,6307,Sydney, Western Bulldogs,79,83
136, Sat 2 Jul 7:25pm,MCG,56157,6308,Carlton, Collingwood,45,57
137, Sun 3 Jul 3:20pm,MCG,29133,6309,Melbourne, Adelaide,98,120
138, ,BYE,,6310,Brisbane,,,
139, ,BYE,,6312,North Melbourne,,,
140, ,BYE,,6311,Hawthorn,,,
141, ,BYE,,6313,GWS,,,
142, ,BYE,,6314,Geelong,,,
143, ,BYE,,6315,Fremantle,,,
144, Thu 7 Jul 7:20pm,Adelaide Oval,43025,6316,Port Adelaide, Hawthorn,79,101
145, Fri 8 Jul 7:50pm,GMHBA Stadium,24339,6317,Geelong, Sydney,60,98
146, Sat 9 Jul 1:40pm,GIANTS Stadium,13483,6318,GWS, Collingwood,93,125
147, Sat 9 Jul 4:35pm,Metricon Stadium,13528,6319,Gold Coast, Brisbane,139,113
148, Sat 9 Jul 7:10pm,TIO Stadium,8163,6321,Melbourne, Fremantle,87,55
149, Sat 9 Jul 7:25pm,Marvel Stadium,39679,6320,Western Bulldogs, Richmond,85,75
150, Sun 10 Jul 1:10pm,MCG,32430,6322,Carlton, Adelaide,47,107
151, Sun 10 Jul 1:20pm,Domain Stadium,35168,6323,West Coast, North Melbourne,104,72
152, Sun 10 Jul 4:40pm,Marvel Stadium,25204,6324,Essendon, St Kilda,98,109
153, Thu 14 Jul 7:20pm,SCG,42314,6325,Sydney, Hawthorn,70,75
154, Fri 15 Jul 6:10pm,Domain Stadium,31042,6326,Fremantle, Geelong,61,78
155, Sat 16 Jul 1:40pm,MCG,44908,6327,Richmond, Essendon,102,83
156, Sat 16 Jul 4:35pm,Marvel Stadium,27000,6328,North Melbourne, Port Adelaide,77,105
157, Sat 16 Jul 7:10pm,Adelaide Oval,50012,6330,Adelaide, Collingwood,97,69
158, Sat 16 Jul 7:25pm,Cazaly's Stadium,8509,6329,Western Bulldogs, Gold Coast,107,59
159, Sun 17 Jul 1:10pm,MCG,26389,6331,Carlton, West Coast,75,82
160, Sun 17 Jul 3:20pm,Marvel Stadium,25322,6332,St Kilda, Melbourne,110,74
161, Sun 17 Jul 4:40pm,Gabba,10195,6333,Brisbane, GWS,67,146
162, Fri 22 Jul 7:50pm,Marvel Stadium,36041,6334,Collingwood, North Melbourne,84,124
163, Sat 23 Jul 1:45pm,SCG,31765,6335,Sydney, Carlton,74,68
164, Sat 23 Jul 2:10pm,Metricon Stadium,8933,6336,Gold Coast, Fremantle,105,81
165, Sat 23 Jul 2:35pm,Domain Stadium,33908,6337,West Coast, Melbourne,66,60
166, Sat 23 Jul 7:25pm,GMHBA Stadium,21127,6339,Geelong, Adelaide,85,55
167, Sat 23 Jul 7:25pm,Marvel Stadium,26532,6338,Western Bulldogs, St Kilda,60,75
168, Sun 24 Jul 1:10pm,Marvel Stadium,34869,6340,Essendon, Brisbane,91,128
169, Sun 24 Jul 3:20pm,MCG,51892,6342,Hawthorn, Richmond,114,44
170, Sun 24 Jul 4:10pm,Adelaide Oval,27935,6341,Port Adelaide, GWS,60,79
171, Fri 29 Jul 7:50pm,GMHBA Stadium,24331,6343,Geelong, Western Bulldogs,103,78
172, Sat 30 Jul 1:45pm,Canberra Oval,14974,6344,GWS, Richmond,111,23
173, Sat 30 Jul 2:10pm,UTAS Stadium,18112,6345,Hawthorn, Carlton,74,55
174, Sat 30 Jul 4:35pm,MCG,34929,6346,Collingwood, West Coast,91,72
175, Sat 30 Jul 7:25pm,Marvel Stadium,44287,6348,North Melbourne, St Kilda,85,62
176, Sat 30 Jul 7:25pm,Gabba,13085,6347,Brisbane, Port Adelaide,79,173
177, Sun 31 Jul 1:10pm,MCG,20627,6349,Melbourne, Gold Coast,66,64
178, Sun 31 Jul 1:20pm,Domain Stadium,32401,6351,Fremantle, Sydney,47,137
179, Sun 31 Jul 4:10pm,Adelaide Oval,44264,6350,Adelaide, Essendon,143,61
180, Fri 5 Aug 7:50pm,MCG,49122,6352,Richmond, Collingwood,92,77
181, Sat 6 Aug 1:45pm,SCG,30204,6353,Sydney, Port Adelaide,100,33
182, Sat 6 Aug 2:10pm,MCG,38818,6354,Melbourne, Hawthorn,110,81
183, Sat 6 Aug 4:35pm,Metricon Stadium,9108,6355,Gold Coast, GWS,84,92
184, Sat 6 Aug 7:10pm,Adelaide Oval,43549,6357,Adelaide, Brisbane,177,39
185, Sat 6 Aug 7:25pm,Marvel Stadium,30740,6356,Western Bulldogs, North Melbourne,61,47
186, Sun 7 Aug 1:10pm,MCG,37797,6358,Carlton, St Kilda,51,122
187, Sun 7 Aug 2:40pm,Domain Stadium,36215,6359,Fremantle, West Coast,64,110
188, Sun 7 Aug 3:20pm,Marvel Stadium,29254,6360,Geelong, Essendon,100,34
189, Fri 12 Aug 7:50pm,Marvel Stadium,35010,6368,Western Bulldogs, Collingwood,95,92
190, Sat 13 Aug 1:45pm,Gabba,17432,6367,Brisbane, Carlton,99,95
191, Sat 13 Aug 2:10pm,MCG,50657,6363,Hawthorn, North Melbourne,96,57
192, Sat 13 Aug 4:35pm,GIANTS Stadium,10385,6365,GWS, West Coast,96,97
193, Sat 13 Aug 7:10pm,Adelaide Oval,33426,6364,Port Adelaide, Melbourne,54,94
194, Sat 13 Aug 7:25pm,Marvel Stadium,33059,6366,St Kilda, Sydney,76,146
195, Sun 14 Aug 1:10pm,Marvel Stadium,16622,6362,Essendon, Gold Coast,75,69
196, Sun 14 Aug 2:40pm,Domain Stadium,30116,6369,Fremantle, Adelaide,70,142
197, Sun 14 Aug 3:20pm,MCG,45667,6361,Richmond, Geelong,78,82
198, Fri 19 Aug 6:10pm,Domain Stadium,38581,9298,West Coast, Hawthorn,92,67
199, Sat 20 Aug 1:45pm,Blundstone Arena,16495,9299,North Melbourne, Sydney,76,85
200, Sat 20 Aug 2:10pm,MCG,35255,9300,Richmond, St Kilda,46,55
201, Sat 20 Aug 4:35pm,GIANTS Stadium,9556,9301,GWS, Fremantle,129,37
202, Sat 20 Aug 7:10pm,Adelaide Oval,49541,9302,Port Adelaide, Adelaide,94,109
203, Sat 20 Aug 7:25pm,Marvel Stadium,17644,9303,Collingwood, Gold Coast,118,47
204, Sun 21 Aug 1:10pm,MCG,40693,9304,Carlton, Melbourne,78,58
205, Sun 21 Aug 3:20pm,Gabba,20477,9305,Brisbane, Geelong,69,129
206, Sun 21 Aug 4:40pm,Marvel Stadium,25308,9306,Essendon, Western Bulldogs,53,93
0, Thu 23 Mar 7:20pm,MCG,73137,9307,Carlton, Richmond,89,132
1, Fri 24 Mar 7:50pm,MCG,66254,9308,Collingwood, Western Bulldogs,86,100
2, Sat 25 Mar 4:35pm,SCG,33129,9310,Sydney, Port Adelaide,82,110
3, Sat 25 Mar 4:35pm,Marvel Stadium,36249,9309,St Kilda, Melbourne,90,120
4, Sat 25 Mar 7:05pm,Metricon Stadium,12710,9311,Gold Coast, Brisbane,96,98
5, Sat 25 Mar 7:25pm,MCG,78294,9312,Essendon, Hawthorn,116,91
6, Sun 26 Mar 1:10pm,Marvel Stadium,21997,9313,North Melbourne, West Coast,93,136
7, Sun 26 Mar 2:50pm,Adelaide Oval,43993,9314,Adelaide, GWS,147,91
8, Sun 26 Mar 4:40pm,Domain Stadium,34638,9315,Fremantle, Geelong,73,115
9, Thu 30 Mar 7:20pm,MCG,58236,9316,Richmond, Collingwood,99,80
10, Fri 31 Mar 7:50pm,Marvel Stadium,42834,9317,Western Bulldogs, Sydney,110,87
11, Sat 1 Apr 1:45pm,MCG,37420,9318,Hawthorn, Adelaide,89,113
12, Sat 1 Apr 4:35pm,GIANTS Stadium,8022,9319,GWS, Gold Coast,160,58
13, Sat 1 Apr 4:40pm,Domain Stadium,37749,9321,West Coast, St Kilda,116,97
14, Sat 1 Apr 6:25pm,Gabba,21749,9320,Brisbane, Essendon,84,111
15, Sun 2 Apr 1:10pm,Marvel Stadium,30917,9322,Geelong, North Melbourne,112,111
16, Sun 2 Apr 3:20pm,MCG,46727,9323,Melbourne, Carlton,86,64
17, Sun 2 Apr 4:10pm,Adelaide Oval,38388,9324,Port Adelaide, Fremantle,145,56
18, Fri 7 Apr 7:50pm,SCG,35310,9325,Sydney, Collingwood,79,80
19, Sat 8 Apr 1:45pm,Blundstone Arena,8758,9326,North Melbourne, GWS,67,109
20, Sat 8 Apr 2:10pm,MCG,42523,9327,Richmond, West Coast,76,65
21, Sat 8 Apr 4:35pm,Marvel Stadium,29733,9328,Geelong, Melbourne,126,97
22, Sat 8 Apr 5:40pm,Domain Stadium,28865,9330,Fremantle, Western Bulldogs,89,73
23, Sat 8 Apr 7:10pm,Adelaide Oval,53698,9329,Port Adelaide, Adelaide,83,100
24, Sun 9 Apr 1:10pm,Marvel Stadium,23097,9331,St Kilda, Brisbane,107,76
25, Sun 9 Apr 3:20pm,MCG,48022,9332,Carlton, Essendon,57,42
26, Sun 9 Apr 4:40pm,Metricon Stadium,14728,9333,Gold Coast, Hawthorn,139,53
27, Thu 13 Apr 6:10pm,Domain Stadium,38065,9334,West Coast, Sydney,91,65
28, Fri 14 Apr 4:20pm,Marvel Stadium,42814,9335,North Melbourne, Western Bulldogs,86,89
29, Sat 15 Apr 1:45pm,MCG,27829,9336,Melbourne, Fremantle,104,106
30, Sat 15 Apr 4:35pm,Canberra Oval,9185,9337,GWS, Port Adelaide,112,81
31, Sat 15 Apr 7:10pm,Adelaide Oval,47492,9339,Adelaide, Essendon,153,88
32, Sat 15 Apr 7:25pm,Marvel Stadium,24968,9338,Carlton, Gold Coast,82,108
33, Sun 16 Apr 3:20pm,Marvel Stadium,36650,9340,Collingwood, St Kilda,55,69
34, Sun 16 Apr 4:40pm,Gabba,21669,9341,Brisbane, Richmond,67,119
35, Mon 17 Apr 3:20pm,MCG,62360,9342,Hawthorn, Geelong,48,134
36, Fri 21 Apr 7:20pm,Adelaide Oval,43120,9343,Port Adelaide, Carlton,137,47
37, Sat 22 Apr 1:45pm,Marvel Stadium,31822,9344,Western Bulldogs, Brisbane,122,90
38, Sat 22 Apr 4:35pm,Metricon Stadium,12672,9345,Gold Coast, Adelaide,86,153
39, Sat 22 Apr 5:40pm,Domain Stadium,33319,9347,Fremantle, North Melbourne,67,62
40, Sat 22 Apr 7:25pm,SCG,34824,9346,Sydney, GWS,63,105
41, Sun 23 Apr 3:20pm,Marvel Stadium,33884,9348,St Kilda, Geelong,88,126
42, Sun 23 Apr 4:40pm,MCG,28997,9349,Hawthorn, West Coast,125,75
43, Mon 24 Apr 7:25pm,MCG,85657,9350,Richmond, Melbourne,88,75
44, Tue 25 Apr 3:20pm,MCG,87685,9351,Essendon, Collingwood,100,82
45, Fri 28 Apr 7:50pm,Canberra Oval,14048,9352,GWS, Western Bulldogs,75,73
46, Sat 29 Apr 1:45pm,UTAS Stadium,15571,9353,Hawthorn, St Kilda,55,130
47, Sat 29 Apr 2:10pm,MCG,32678,9354,Carlton, Sydney,97,78
48, Sat 29 Apr 4:35pm,Gabba,13638,9355,Brisbane, Port Adelaide,67,150
49, Sat 29 Apr 6:10pm,Domain Stadium,40836,9357,West Coast, Fremantle,103,62
50, Sat 29 Apr 7:25pm,Marvel Stadium,15431,9356,North Melbourne, Gold Coast,107,94
51, Sun 30 Apr 1:10pm,Marvel Stadium,44040,9358,Essendon, Melbourne,74,112
52, Sun 30 Apr 3:20pm,MCG,46457,9359,Geelong, Collingwood,78,107
53, Sun 30 Apr 4:10pm,Adelaide Oval,51069,9360,Adelaide, Richmond,140,64
54, Fri 5 May 7:50pm,Marvel Stadium,21160,9361,St Kilda, GWS,108,85
55, Sat 6 May 1:45pm,Blundstone Arena,10064,9362,North Melbourne, Adelaide,145,86
56, Sat 6 May 2:10pm,MCG,70279,9363,Collingwood, Carlton,56,79
57, Sat 6 May 4:05pm,Adelaide Oval,38333,9364,Port Adelaide, West Coast,87,97
58, Sat 6 May 7:25pm,Metricon Stadium,13648,9365,Gold Coast, Geelong,124,99
59, Sat 6 May 7:25pm,Marvel Stadium,46387,9366,Western Bulldogs, Richmond,80,75
60, Sun 7 May 1:10pm,SCG,25619,9367,Sydney, Brisbane,135,81
61, Sun 7 May 2:40pm,Domain Stadium,33393,9369,Fremantle, Essendon,116,79
62, Sun 7 May 3:20pm,MCG,38693,9368,Melbourne, Hawthorn,91,94
63, Fri 12 May 6:10pm,Domain Stadium,38934,9370,West Coast, Western Bulldogs,69,61
64, Sat 13 May 1:45pm,UTAS Stadium,10553,9371,Hawthorn, Brisbane,113,75
65, Sat 13 May 2:10pm,Marvel Stadium,38014,9372,St Kilda, Carlton,85,66
66, Sat 13 May 4:35pm,GIANTS Stadium,11360,9373,GWS, Collingwood,102,99
67, Sat 13 May 7:10pm,Adelaide Oval,47882,9375,Adelaide, Melbourne,66,107
68, Sat 13 May 7:25pm,MCG,57172,9374,Essendon, Geelong,110,93
69, Sun 14 May 1:10pm,MCG,31200,9376,Richmond, Fremantle,70,72
70, Sun 14 May 1:15pm,Jiangwan Stadium,10118,9378,Gold Coast, Port Adelaide,38,110
71, Sun 14 May 4:40pm,Marvel Stadium,21589,9377,North Melbourne, Sydney,78,120
72, Fri 19 May 7:50pm,GMHBA Stadium,30275,9379,Geelong, Western Bulldogs,104,81
73, Sat 20 May 1:45pm,Marvel Stadium,29778,9380,St Kilda, Sydney,68,118
74, Sat 20 May 4:35pm,GIANTS Stadium,10677,9381,GWS, Richmond,78,75
75, Sat 20 May 7:25pm,MCG,54252,9383,Collingwood, Hawthorn,90,72
76, Sat 20 May 7:25pm,Gabba,13802,9382,Brisbane, Adelaide,60,140
77, Sun 21 May 1:10pm,Marvel Stadium,36403,9384,Essendon, West Coast,125,64
78, Sun 21 May 2:40pm,Domain Stadium,30313,9386,Fremantle, Carlton,86,51
79, Sun 21 May 3:20pm,MCG,33218,9385,Melbourne, North Melbourne,90,104
80, ,BYE,,9387,Gold Coast,,,
81, ,BYE,,9388,Port Adelaide,,,
82, Thu 25 May 7:20pm,GMHBA Stadium,24909,9389,Geelong, Port Adelaide,81,79
83, Fri 26 May 7:50pm,SCG,36221,9390,Sydney, Hawthorn,75,81
84, Sat 27 May 1:45pm,Marvel Stadium,34685,9392,Western Bulldogs, St Kilda,90,50
85, Sat 27 May 4:05pm,TIO Traegar Park,5072,9391,Melbourne, Gold Coast,122,87
86, Sat 27 May 7:10pm,Adelaide Oval,42415,9393,Adelaide, Fremantle,143,43
87, Sat 27 May 7:25pm,MCG,85656,9395,Richmond, Essendon,81,66
88, Sun 28 May 1:10pm,MCG,32750,9394,Collingwood, Brisbane,129,84
89, Sun 28 May 2:40pm,Domain Stadium,37057,9396,West Coast, GWS,90,98
90, Sun 28 May 3:20pm,Marvel Stadium,32802,9397,Carlton, North Melbourne,96,113
91, Thu 1 Jun 7:20pm,Adelaide Oval,37910,9398,Port Adelaide, Hawthorn,98,47
92, Fri 2 Jun 7:50pm,GMHBA Stadium,30468,9399,Geelong, Adelaide,96,74
93, Sat 3 Jun 1:45pm,Metricon Stadium,11402,9400,Gold Coast, West Coast,80,77
94, Sat 3 Jun 4:35pm,GIANTS Stadium,13671,9401,GWS, Essendon,117,101
95, Sat 3 Jun 7:25pm,Marvel Stadium,36100,9402,North Melbourne, Richmond,66,101
96, Sun 4 Jun 2:40pm,Domain Stadium,34259,9403,Fremantle, Collingwood,85,105
97, ,BYE,,9404,Brisbane,,,
98, ,BYE,,9405,Sydney,,,
99, ,BYE,,9406,Western Bulldogs,,,
100, ,BYE,,9407,Carlton,,,
101, ,BYE,,9408,St Kilda,,,
102, ,BYE,,9409,Melbourne,,,
103, Thu 8 Jun 7:20pm,SCG,20692,9410,Sydney, Western Bulldogs,88,42
104, Fri 9 Jun 7:20pm,Adelaide Oval,46082,9411,Adelaide, St Kilda,111,54
105, Sat 10 Jun 1:45pm,MCG,27392,9412,Hawthorn, Gold Coast,79,95
106, Sat 10 Jun 4:35pm,Gabba,11742,9413,Brisbane, Fremantle,121,64
107, Sat 10 Jun 7:25pm,Marvel Stadium,34022,9414,Essendon, Port Adelaide,131,61
108, Sun 11 Jun 3:20pm,Marvel Stadium,23194,9415,Carlton, GWS,71,70
109, Mon 12 Jun 3:20pm,MCG,70926,9416,Melbourne, Collingwood,104,100
110, ,BYE,,9417,North Melbourne,,,
111, ,BYE,,9418,West Coast,,,
112, ,BYE,,9420,Richmond,,,
113, ,BYE,,9419,Geelong,,,
114, Thu 15 Jun 6:10pm,Domain Stadium,35719,9421,West Coast, Geelong,83,70
115, Fri 16 Jun 7:50pm,Marvel Stadium,26107,9422,North Melbourne, St Kilda,72,89
116, Sat 17 Jun 1:45pm,MCG,58721,9423,Richmond, Sydney,71,80
117, Sat 17 Jun 4:05pm,Adelaide Oval,31772,9424,Port Adelaide, Brisbane,121,81
118, Sat 17 Jun 7:25pm,Metricon Stadium,11936,9425,Gold Coast, Carlton,73,83
119, Sun 18 Jun 3:20pm,Marvel Stadium,33667,9426,Western Bulldogs, Melbourne,56,113
120, ,BYE,,9427,Adelaide,,,
121, ,BYE,,9429,Hawthorn,,,
122, ,BYE,,9428,GWS,,,
123, ,BYE,,9430,Essendon,,,
124, ,BYE,,9432,Collingwood,,,
125, ,BYE,,9431,Fremantle,,,
126, Thu 22 Jun 7:20pm,Adelaide Oval,45312,9433,Adelaide, Hawthorn,82,96
127, Fri 23 Jun 7:50pm,SCG,34575,9434,Sydney, Essendon,86,85
128, Sat 24 Jun 1:45pm,MCG,35933,9435,Collingwood, Port Adelaide,62,93
129, Sat 24 Jun 4:35pm,Gabba,11455,9436,Brisbane, GWS,86,146
130, Sat 24 Jun 5:40pm,Domain Stadium,36622,9438,West Coast, Melbourne,96,99
131, Sat 24 Jun 7:25pm,Marvel Stadium,28263,9437,Western Bulldogs, North Melbourne,107,106
132, Sun 25 Jun 1:10pm,GMHBA Stadium,29928,9439,Geelong, Fremantle,74,72
133, Sun 25 Jun 3:20pm,MCG,64448,9441,Richmond, Carlton,84,58
134, Sun 25 Jun 4:40pm,Marvel Stadium,15844,9440,St Kilda, Gold Coast,103,72
135, Fri 30 Jun 7:50pm,MCG,47464,9442,Melbourne, Sydney,50,85
136, Sat 1 Jul 1:45pm,Marvel Stadium,29671,9444,Western Bulldogs, West Coast,80,87
